,number,size,inter,residual
0,3.94596428867614e-297,3.183161857421433e-05,0.5515618072880564,
1,1.5017838615810884e-05,0.002309717333285829,0.9999999986948936,
2,0.0,5.349071164110212e-13,0.9999999952915355,
3,0.0,4.689613580539728e-33,0.9999484843537322,
4,5.2567298567313914e-219,1.2661093877865868e-23,0.9999996991047907,
5,1.143318064212064e-155,9.335691136091104e-13,0.9999998590337992,
6,5.903645782545747e-184,1.783700285812592e-13,0.9999994086795091,
7,3.14688436929073e-185,2.365799263840968e-13,0.999999999918733,
8,1.4152332906549858e-163,8.276483312175665e-13,0.9999999815452029,
9,1.2775800729816702e-185,4.286309854673874e-06,0.9999995847567678,
10,1.4741035086327982e-26,1.5274163102606123e-12,0.9340003123386251,
11,0.0,4.751221382934853e-52,0.9310410891793837,
12,8.591306102551967e-84,0.0004647634483220464,0.9999998238724025,
13,0.0,9.23601677538439e-114,0.03419935405305125,
14,0.0,1.1104842524975427e-34,0.952364980174647,
15,2.2432181980231073e-233,4.507085720580083e-132,0.0009767410177127782,
16,6.253077740070522e-62,7.102552645575697e-137,0.00027900782964609136,
17,1.0029103364001772e-16,1.0876966930267816e-91,0.36590960074317325,
18,2.2088910930049933e-30,2.3319085936594564e-69,0.8499038831478497,
19,1.4633016088759942e-29,1.7586597351816132e-62,0.47052561251107644,
20,7.004591725009775e-29,2.390668130422488e-64,0.7364033722247102,
21,3.334912033687825e-13,1.818486501701489e-74,0.0896683578806727,
22,1.908143931960196e-34,1.5620470208709646e-57,0.7590481467115008,
23,1.1356356668634193e-210,3.8454145508648335e-10,0.9937640383068889,
24,6.499691570693771e-49,4.7228737820864513e-122,0.003928725251311451,
25,3.4685279014865156e-06,1.2139143043134817e-42,0.9997082292242301,
26,0.0,2.5766618980906488e-166,0.005042338657654019,
27,0.0,7.408416019878709e-99,0.09481601306733715,
28,4.4353247729871495e-253,5.461003795986823e-162,8.600376981412808e-07,
29,8.334212518757166e-182,3.012243375378172e-219,7.341505713472001e-15,
30,1.2714185050852853e-116,1.268981282918188e-181,1.1694312738212595e-05,
31,5.3674143729666194e-98,3.043469507036323e-171,0.0005208311229176183,
32,7.240153370116166e-125,1.984366105420286e-174,3.889637209350407e-06,
33,1.4145595241378507e-115,6.504083447721584e-170,0.0013587766652814394,
34,3.257745539514593e-168,5.854602518585226e-177,1.378202931020443e-06,
35,6.897852498694756e-129,5.950293375327593e-146,0.0001697230862991637,
36,2.1829944556677848e-52,1.25357034198348e-112,0.21816466940735643,
37,2.6655361304162643e-06,2.468645344174733e-65,9.96394456059901e-05,
38,0.0003065423011418641,1.0600723921423308e-12,0.09105241731256379,
39,0.0,4.684496620288833e-202,2.6371091173108653e-05,
40,0.0,7.366201432935035e-97,0.4810103652376493,
41,7.91754432931914e-148,5.650659242249553e-174,1.4628417537898448e-06,
42,1.5540088086239546e-50,3.560289010817025e-185,2.156682618972345e-06,
43,1.6304563900967278e-38,1.6097860416438805e-148,0.001226029857556839,
44,6.678804278277934e-44,3.4224470160205555e-123,0.01046447310992705,
45,1.317748834142727e-43,1.2407446723305004e-131,0.019664194888058,
46,3.6442855875179575e-48,5.944365719626545e-140,0.004690515862566884,
47,2.8717321792649175e-40,3.295674163249778e-140,1.6754819294487753e-07,
48,7.711915408683812e-10,6.3710421378448434e-108,4.219776206185848e-05,
49,8.089361647341234e-66,3.4348202323555493e-74,0.06679428399845086,
50,6.394534471092542e-17,6.2680028802938365e-167,2.827877446328624e-09,
51,1.3200682445017376e-48,9.980628103317932e-25,0.9900899827470072,
52,0.0,7.607043629051577e-210,7.200985254681997e-08,
53,0.0,5.215708742580386e-109,0.7234901648646624,
54,5.395018042495673e-152,2.318069337366767e-144,0.00010602464746998515,
55,1.4797812846895593e-75,1.7838091282566954e-171,2.364587727992327e-06,
56,1.5944450454426881e-72,2.7858238425238606e-122,0.039542089730560864,
57,2.4272986348506254e-51,2.195261235737708e-118,0.022008744409568168,
58,1.0022266500644395e-55,3.132057903012591e-126,0.03457924900245828,
59,6.696003917662907e-51,3.7882274722118823e-131,0.0012726456851040043,
60,1.6213624289693864e-41,6.891984538975804e-105,0.0030372644680379765,
61,0.0002910172932946018,3.4114378905712537e-78,0.3183632492168785,
62,7.376276063027805e-24,3.7408026858802e-61,0.05878056899584706,
63,9.976839950311617e-29,5.692171206362671e-186,1.5198306859920267e-11,
64,8.761485065003339e-60,7.746677877751953e-25,0.9988363661378377,
65,0.0,2.904657797988136e-181,4.717172409941378e-06,
66,0.0,1.2116458059568905e-97,0.473168745016813,
67,2.565043772863628e-147,6.544003984862065e-137,0.001139579450941872,
68,1.9184788088493455e-93,1.9760126955145428e-156,0.0028871780476522786,
69,1.9257804386858566e-61,8.840913192410028e-125,0.012054499436033787,
70,1.643731481347399e-42,1.1250999542956457e-105,0.5388756676445454,
71,1.0022404420956296e-44,5.10306453264301e-102,0.1034591062252706,
72,2.0345657425410615e-61,1.2221052280484862e-108,0.0001797868891059032,
73,1.7301220629331817e-36,1.7187265056072618e-100,0.061915786408993916,
74,1.1326415517557593e-11,4.2677929182554714e-79,0.24497574604627875,
75,4.995323904731148e-11,1.2012144005449378e-70,0.013757130676743239,
76,1.921418432240777e-21,3.26668827645396e-161,3.6047259841558234e-06,
77,1.8987664631438922e-87,1.037236932623327e-24,0.9961689637628733,
78,0.0,1.091197260317891e-199,1.569541233365703e-08,
79,0.0,1.2045047739602986e-101,0.482992683404852,
80,3.938192954139968e-164,2.398504265708136e-149,0.00012257867685532147,
81,2.6761952242955277e-78,3.1205796077833953e-152,0.0004919594567871006,
82,3.174962460102903e-44,1.7451561110983852e-135,0.010051900094425218,
83,8.633975533743034e-51,9.68355100842446e-114,0.18047144303932514,
84,5.414827289552693e-63,2.642768041908748e-108,0.05334035329578638,
85,1.5479825753050694e-46,4.830105397798712e-111,0.09633399245418704,
86,6.205712824702024e-47,3.308866046150482e-114,0.011151316092278646,
87,3.409466649006851e-09,2.262233718644446e-83,0.1998427990536379,
