,number,size,inter,residual
0,,,,
1,,,,
2,,,,
3,0.006048684688167436,6.086304307023082e-11,5.948071555000282e-05,
4,0.03889031428407069,5.035884901028044e-10,0.20273528230832472,
5,0.2060837435747826,0.035187405856901124,0.7400711086712886,
6,0.0029901902458927343,1.9599504158113278e-13,1.053214410948202e-07,
7,0.139994081524624,3.5907596751844027e-07,0.5048551487121204,
8,0.008135847345030735,4.5456118714274586e-08,0.09781166595861526,
9,0.05551849319874813,1.415004904767196e-06,0.5525625318899909,
10,0.43729796974602037,0.4232093214499688,0.4744621233024314,
11,,,,
12,1.3736254926903018e-19,3.4296984694531296e-71,0.005571366778452972,
13,,,,
14,,,,
15,,,,
16,2.26703397016517e-18,3.492321720693198e-13,0.15303621184058275,
17,2.394599704268315e-22,7.059154701496076e-22,0.00015913023119610415,
18,1.0185880115340126e-22,3.0268520590920156e-20,0.002556669890553747,
19,1.5267406587566005e-18,2.6263063708452974e-17,0.048616873434843576,
20,2.757497283043767e-16,2.0401555942136382e-20,0.0025226167935172373,
21,3.3113617542974525e-35,1.0789755824304046e-18,4.574895935554747e-06,
22,1.213899017421503e-31,3.216370218471788e-19,0.02252548978423422,
23,0.10336012961500103,7.379294459852519e-10,0.9523051825019372,
24,0.004477584769006591,9.485136637377383e-05,0.3483456926949359,
25,1.1802427931152922e-16,6.519292807552181e-66,0.25904597487048703,
26,,,,
27,,,,
28,,,,
29,1.930365184651674e-30,2.1775424858057187e-12,5.567721069515029e-11,
30,2.104797236635456e-40,6.389082726186343e-17,9.834222499265289e-12,
31,9.258744619120092e-52,1.066460815627989e-13,2.986821377203896e-10,
32,6.621182875455408e-17,4.103989979578899e-14,0.0036287254620817997,
33,2.749884949835721e-23,2.267572002192685e-17,4.195157082812753e-06,
34,2.4070437806326965e-19,8.73460112271151e-18,5.572266810068714e-05,
35,5.668404437702061e-69,3.3721688881332574e-19,1.2045106125935631e-14,
36,0.00011154062829637763,2.5771660178007297e-11,0.0006671048012759122,
37,0.5316868447040355,0.00010345876272346571,0.9897675138669165,
38,6.533046174372124e-31,1.561553076271254e-47,0.746833272250133,
39,,,,
40,,,,
41,,,,
42,1.4097597298254681e-33,6.4745290700934975e-15,6.591509261978089e-05,
43,2.0854747472939172e-55,1.2000273408327817e-12,1.551450435149975e-05,
44,3.7157060780340616e-82,1.2104275216890094e-13,5.541099114640886e-11,
45,5.255619939493806e-55,6.576287876588581e-15,9.169985267961073e-10,
46,7.028464318317008e-35,1.166743106249831e-16,8.785737427217165e-08,
47,2.3591519605695955e-33,9.60802125521709e-17,0.00011304525280595442,
48,1.042403889548116e-86,1.1111528431208956e-13,0.005026386451558025,
49,4.439575829489996e-06,2.1179811453511557e-16,0.0016985931418939796,
50,0.00727041079267831,3.8336561503842916e-10,0.5179514307711788,
