,number,size,inter,residual
0,0.0,0.020314563980310094,0.9999903070575121,
1,2.19436113155959e-109,0.04357571605202651,0.9996360787442015,
2,8.651684659712551e-225,0.01472400978175902,0.9999999999999999,
3,2.10719171997183e-186,0.2721349524854064,0.9999999999999999,
4,6.858856348089006e-183,0.3024965012812191,0.9999999999999962,
5,1.1892072236013515e-191,0.3613446193746626,0.9999999999999601,
6,7.2697159614133805e-174,0.5637883045099912,0.9999999999999943,
7,1.723043211796391e-161,0.6210970153593305,0.9999999999999922,
8,2.3461564941496638e-183,0.38551814240282845,0.9999999999981383,
9,6.641082703409958e-175,0.3977969550137448,0.9999999999990714,
10,1.3380320989913044e-102,1.0016988752109916e-06,0.9999811223116726,
11,2.7155463937019263e-254,2.063756033828966e-18,0.9999997424004022,
12,2.674639890764566e-279,0.8661277689636475,0.9999999999999999,
13,8.161918669349042e-93,2.789259683307649e-57,2.1361113954051327e-12,
14,2.1514434840344938e-10,0.008817732848424392,0.22051266642982967,
15,3.1263374710840567e-37,0.03779111134700469,0.9993499597032723,
16,1.9821357439706696e-31,0.008672481252140487,0.99988691023475,
17,4.526082143061053e-43,0.009422222595892952,0.99999999998237,
18,4.161228342738116e-31,0.05321977303659598,0.9999999999595174,
19,2.83368238022538e-23,0.49087233942251873,0.9999999999999999,
20,2.1215123039442293e-29,0.7890102476093225,0.9999999999999967,
21,5.644934251273631e-38,0.08767791806797168,0.999999952947269,
22,7.879968636298145e-53,0.9215557410812458,0.9999888052903312,
23,3.6741944232473036e-30,0.3566868334782255,0.9999999994491721,
24,0.0008574735370277094,1.9652111307475934e-09,0.10976637771205544,
25,9.80232616135166e-66,0.007701263072103836,0.9999999704985021,
26,1.2602538489782791e-70,2.172288456514508e-66,6.856278290892647e-45,
27,3.1613037015335005e-33,8.629652543768734e-05,0.8954994893497008,
28,2.013244008733791e-42,2.8565537788497906e-17,0.9824784823842365,
29,2.555188442607241e-69,1.3281811608935058e-11,0.9745683882814773,
30,4.942048347711907e-59,4.778320431784613e-05,0.9999150715916628,
31,1.7700872562149374e-50,9.878272763456547e-06,0.9999997926499772,
32,3.4833564413543925e-49,0.0568270749709764,0.9999999995015172,
33,5.686372605125956e-41,0.07838417649332992,0.9999987530386394,
34,1.480185880648288e-23,2.436524776310924e-06,0.999999601654399,
35,1.7797838096918493e-44,0.13172838944438822,0.9999999999999933,
36,1.9351681079865635e-48,0.7464171615410842,0.9999999963624826,
37,3.916811394786383e-43,5.6221854071998845e-08,0.9999999912765134,
38,4.996796861924565e-62,0.29585186290227383,0.9999999999868733,
39,9.695663681291069e-73,7.67692944320512e-99,6.532067258503646e-67,
40,3.6023554943987884e-31,2.1104495096535868e-05,0.6329998535423489,
41,5.055766635763571e-88,1.5692271349387363e-16,0.8163103167775152,
42,1.343460131239345e-60,6.55871769218436e-20,0.9883171331154568,
43,7.4093867537045675e-56,1.4055901421421774e-13,0.9998652381650179,
44,6.209339767874186e-58,1.2672246629664853e-08,0.999999186834541,
45,5.629960638976132e-74,8.446001034600964e-15,0.9626604919714876,
46,1.8741666492815717e-64,1.6102779689996622e-09,0.9997360773531913,
47,1.3802436437477685e-79,7.2893371205890545e-06,0.9999843958161717,
48,5.321241989888235e-84,8.535035685049544e-05,0.9999999810846809,
49,2.509147317824992e-55,0.5074702585127495,0.9999999999971337,
50,6.984695164884767e-81,0.005807192163646063,0.9999988910245441,
51,2.244362713143279e-157,0.06298757285958236,0.9999999998983652,
52,1.330631186576558e-57,1.3107461959228247e-78,4.4332949720805534e-41,
53,9.05589842252354e-35,0.00038555934986964454,0.9996446985421251,
54,4.137585180557842e-75,3.2366215911823848e-15,0.9951145938000229,
55,3.284900352998576e-59,9.815672522099805e-15,0.8686403038723662,
56,2.2717454302090466e-58,3.4702109403433794e-12,0.9999852887629669,
57,5.178704554256561e-63,9.638109681468768e-10,0.9907695463686524,
58,2.2307139147141613e-83,3.256245033001885e-06,0.997343510731401,
59,3.5460102918115083e-90,1.374365428856832e-10,0.9994561711605977,
60,6.253312544719532e-73,5.0983351725044556e-08,0.999921728115313,
61,1.2256607423258116e-66,0.00622443176607257,0.9999999878673935,
62,1.243429607253711e-59,0.19747906806815188,0.9999999998545218,
63,2.3101674609226457e-110,0.033406472916070996,0.9999968570476061,
64,4.793151633203292e-184,0.002768870363406036,0.9999997735861266,
65,1.5425088229586835e-62,9.731640766169664e-64,8.282198311517344e-32,
66,2.666578881972879e-56,1.2965789987906573e-05,0.8297491143897002,
67,5.2845927302696e-83,1.3228067238816273e-17,0.9083330232944808,
68,1.4563661074124136e-70,9.968681256765523e-13,0.8582649329377452,
69,4.786274434271364e-109,4.480390682934296e-06,0.9999996292492976,
70,2.8015398799664327e-77,8.324319436989322e-08,0.9999905336324219,
71,9.3034829819627e-59,7.919163866387673e-08,0.9978408943821407,
72,3.0275281617673274e-64,5.699697469323036e-08,0.9999995132759755,
73,1.252448897674587e-60,6.77010047549119e-06,0.9999997993154737,
74,7.911411087385095e-75,0.05102495413828945,0.9998137643755146,
75,4.624381848009464e-74,0.22557523815532166,0.999999999999753,
76,9.13740352534947e-51,1.5766928708224572e-05,0.9995202528802744,
77,3.4257415612468876e-121,0.0001301625350507743,0.9999999985355482,
78,2.732545189938511e-61,1.3415194672467879e-67,6.128676377092877e-43,
79,3.4378930649775016e-43,0.00022613201843012744,0.9315330438521061,
80,1.751468167894008e-101,4.706143972548487e-13,0.6417059792079293,
81,1.4459677621717971e-85,2.128961410504664e-08,0.9998069410526441,
82,1.5461418839419434e-73,0.00030395664649647764,0.9999962136851712,
83,1.2405821288139826e-83,3.2721989181991094e-06,0.9999999109599695,
84,4.8130727623374506e-77,2.823971443139458e-07,0.999827892841481,
85,3.3052819831546285e-69,4.859756866387145e-07,0.9999040326500765,
86,1.088216623264382e-63,0.00019588688358268766,0.9999997745798397,
87,4.7462430828509145e-63,0.02283252677248055,0.9999968706649801,
88,6.097003735999906e-75,0.12022848840410692,0.999999999999218,
89,2.54690844247991e-75,5.381133749296722e-07,0.9568437158118546,
90,6.321162084090796e-125,0.0032647809477814997,0.9999999887084194,
91,1.0163097775232236e-63,1.9318270031128086e-70,7.379842092790778e-42,
92,3.474105678550929e-50,1.7145316267943674e-05,0.9783107835507994,
93,9.504242660291677e-72,1.0611589829683911e-19,0.34090815464161284,
94,1.7628062637225135e-65,1.8921026229683686e-06,0.9999531446764935,
95,6.120353429300069e-80,2.1528954476120439e-10,0.9980113504050275,
96,1.349888323350408e-77,6.925961920033901e-08,0.9999171001326776,
97,2.8930379847655876e-58,0.0002912717820429098,0.9997690194825887,
98,7.867612783564073e-65,7.514305491836928e-07,0.9989680969663712,
99,1.8862608550756536e-63,0.0005955370691076129,0.9999999999894912,
100,1.4606766853927747e-63,0.24418145756533882,0.9999999999992315,
101,1.0731970716257275e-61,0.5497931803308105,0.9999999992535451,
102,3.7586161961246256e-75,0.0006051040845285494,0.9999516331925579,
103,3.451073194134686e-159,0.00035557894268828437,0.9999971884136152,
104,1.725857606108834e-45,3.783699190821648e-79,1.4670514632300223e-42,
105,2.2377669984956347e-45,6.5434424536809304e-09,0.9712697305415633,
106,1.7860533822833248e-82,6.514044731187869e-16,0.8843368170137117,
107,1.4513654127417346e-72,1.310423943714976e-05,0.9999361895063205,
108,5.189648912660552e-63,6.73342061555788e-05,0.9999999770602633,
109,2.5133927684398403e-75,0.03354355780878551,0.9999999999874247,
110,1.4800915015539614e-47,4.036375744629052e-06,0.9997844198407164,
111,3.000434922989208e-53,0.0005385058860807726,0.9999999749820971,
112,3.2080206277009534e-80,0.0003517281678853266,0.9998641125574572,
113,5.565433412626167e-70,0.13421315608365916,0.9999999999099219,
114,6.398886075039686e-59,0.237222069840263,0.9999919700900587,
115,9.322491215544344e-44,7.888623134914707e-06,0.999934377172337,
116,6.404500740314818e-131,0.016127782075927424,0.9999999997657308,
117,5.921697159834599e-50,6.733748660338099e-78,1.4236857454954918e-37,
118,9.101598541793279e-26,0.12442014607938061,0.9919770534273684,
119,1.4290564035812262e-76,1.7183280312420228e-09,0.9999691355106718,
120,1.598067012691588e-62,0.0003768108000056648,0.999999998095982,
121,2.935949546061705e-46,0.07930061863234976,0.9999999998471253,
122,3.4053008650685002e-59,0.27079763028546894,0.9991405998807674,
123,1.3442590492116795e-61,0.07258885650349423,0.9999999996646715,
124,7.07897013814204e-35,0.30599534152833624,0.9999999980491859,
125,3.0816606465597246e-46,0.04490367612464069,0.9999999989174143,
126,7.0180718143886854e-68,0.7011981444489819,0.9999999998747461,
127,2.9940855931124613e-43,0.0022050188469676132,0.9999702642093128,
128,7.626063794934364e-37,2.135688968133037e-14,0.999600651271867,
129,1.7143279078639443e-104,0.9898296982558321,0.9999999998078505,
130,4.001494149593401e-33,2.0957409999010452e-34,1.1147024561842943e-13,
131,9.63356447219629e-19,0.015442460659971362,0.9991929069347276,
132,2.3997301893644997e-28,0.009112488816466922,0.9999999265896902,
133,2.6705733169812975e-35,0.4409627497290758,0.9976957590088739,
134,1.2010978400337137e-20,0.8699229988007885,0.9999921561719392,
135,1.9275545449793997e-18,0.05758635872779153,0.9999582435253894,
136,2.4016557625662756e-33,0.0231665740209714,0.9999998308394374,
137,1.4217588937536776e-20,0.17496639333373865,0.9982352450617679,
138,9.292159875922752e-47,0.028644930615493138,0.936596837820009,
139,1.829668883829872e-33,0.6466083316127418,0.9999999628731462,
140,5.164038131964912e-27,0.0001758827369064183,0.9999703235484767,
141,6.879791140419823e-16,0.08150542255848953,0.9999917507008269,
142,6.09742612267843e-111,0.32862127660491947,0.9999818267138827,
143,4.693246779183153e-41,2.521674589567979e-12,0.014554982101432181,
144,1.4579080006480601e-08,1.0233099883356866e-13,0.998335546701569,
145,0.0018912171146453535,0.9686648570581611,0.8646971449958673,
146,1.8919734005289126e-08,0.6525494773099969,0.9999956417007724,
147,1.5637394584204953e-08,0.3002809197084392,0.6687941404481818,
148,1.9499404586818123e-11,0.9443729284776117,0.9970374219390381,
149,3.5947369253666455e-09,0.9241259963443841,0.9999883166593596,
150,2.4075519840769305e-19,0.903918292839563,0.9919949668075723,
151,1.7189026891745335e-13,0.4779960092969705,0.9738403024029993,
152,4.212124330620629e-11,0.26099094403657824,0.9998328521320518,
153,4.901061723112276e-06,2.6731735734154484e-07,0.9879118141501362,
154,1.835730747160638e-13,0.00012392336485224335,0.9999846497114971,
155,0.0,0.0002664346944956661,0.9999999999999999,
156,2.331245410369061e-140,2.346841078346031e-79,7.850195392266219e-21,
157,1.6923955858611481e-264,2.3126817525066295e-14,0.9078032055786348,
158,3.763212828602176e-139,2.6666807254065563e-09,0.9999999999886524,
159,1.8756311758045535e-85,0.34689296787000334,0.9999999999982118,
160,7.510380301606126e-57,0.19558615638299548,0.9999999999999999,
161,2.5272015084822746e-57,0.05174788737540185,0.9999999999999934,
162,8.566513336487956e-88,0.35974077238699004,0.999999999997006,
163,1.5625157786858932e-106,0.42036549333374923,0.9999999999999938,
164,3.456637117344377e-104,0.40510447842753894,0.9999999999970871,
165,1.2533086215378962e-111,0.008374340506059836,0.999999992586558,
166,2.2893675957390278e-97,3.97777510927055e-09,0.9998402865532137,
167,1.052988012003988e-95,0.07451533415220028,0.9999999857247024,
168,3.311428232577369e-149,0.8785138940037966,0.9999999999931788,
169,0.013815098461197738,6.578359145611526e-16,0.10071808791762459,
170,0.023767053673290302,5.405405852698377e-60,0.9881254751100467,
171,0.0009934360935082442,1.4076935495022727e-65,0.004857102861421283,
172,0.0633516904321693,6.186979793458916e-54,0.014975739095033127,
173,0.0003311074387779907,6.495430130453432e-41,0.0027962061730649793,
174,0.035873467047561426,2.6129551488466093e-68,0.7049923948286082,
175,0.014124668170933,9.989386016470414e-48,0.2735846065116866,
176,0.0018803294069156228,5.861866463307964e-66,0.18784369409594995,
177,0.00473789208994796,6.108625998583998e-70,0.16022653383135632,
178,0.5730902455791063,6.191146616104956e-40,0.9971725846882599,
179,2.5513904123308706e-05,2.0220606919672363e-105,8.257798149434588e-08,
180,0.4071655859547344,2.7532125817255542e-46,0.7120250637620517,
181,0.0029251470723893436,2.096020932291455e-138,0.03775763032284988,
182,5.912380961180681e-07,1.1984354089684625e-27,0.04336794277219973,
183,3.049754940959902e-10,4.1063408329762175e-08,0.22287586597462167,
184,0.04961976565515403,3.887261204907636e-09,0.46817591417874616,
185,8.85884401605242e-06,3.7310341355638494e-07,0.835219860492174,
186,5.354568552728371e-06,5.861295114811291e-22,0.07362720609583141,
187,7.060591754265338e-06,1.983669584810508e-13,0.490953043591557,
188,0.0032624898062613727,4.8368480703504334e-08,0.8253817022148651,
189,2.294909815659583e-12,3.4223975664063206e-19,0.1036844119804401,
190,6.492171321374723e-05,5.837712763449461e-12,0.9935189842324675,
191,5.950407649904606e-12,3.9853030382128906e-15,0.06462301427209712,
192,8.870786832051543e-07,2.6724824713165376e-46,0.0002653734613471915,
193,7.098051321532093e-07,1.9898045391210684e-19,0.000238362440071318,
194,5.981288367887744e-11,2.104342674389152e-76,0.644831570344699,
195,9.853446649614685e-20,9.417328422824354e-47,0.4149103020528321,
196,8.842454355626566e-07,3.2554303364933664e-44,0.23610289680457827,
197,0.025412713616831836,5.7672316666662054e-27,0.3618693426886232,
198,2.72920947472185e-06,1.3238428374387004e-30,0.1000488539246217,
199,2.6843063070200047e-08,1.1430306942115057e-38,0.00188935049525182,
200,0.06681606852458347,5.035056400815984e-40,0.9994657945153502,
201,0.009109596476165053,4.715878308017671e-27,0.887581551882424,
202,0.0016553033869937616,1.3057457395637692e-27,0.9119929415137735,
203,0.08272079578581663,1.7396806433761374e-30,0.998188105186618,
204,3.996639098001382e-07,1.7887825410804458e-34,0.007801813392904788,
205,9.010077092287406e-08,1.1434727033419492e-57,0.5763989802751154,
206,0.12431962682723732,7.917618671487249e-60,0.8034094755564858,
207,3.312127257367793e-05,2.3583819020921446e-68,0.8381209400467498,
208,2.0669670503007184e-10,8.648971237810259e-19,0.7682439267344195,
209,8.611537733127482e-06,8.928326545290895e-09,0.3312688366921366,
210,0.0032409005054788572,0.0005862974735245896,0.5223855538620206,
211,0.0008598980790056462,2.935466494384796e-06,0.7748978398080435,
212,0.007492315731704302,3.553950141463461e-10,0.99514363922353,
213,9.807873635223017e-06,1.314142325194058e-06,0.8939794206685481,
214,0.0002107824755840754,8.343948176681312e-11,0.7430437247313817,
215,0.010685620572410064,6.895697237870497e-07,0.9949740263093494,
216,0.0001731173658043325,8.462310168270207e-09,0.860458991766756,
217,0.0005282299436925132,8.012939722554041e-12,0.7363260012457826,
218,0.002143212186331207,1.9205933330722047e-19,0.7696612913431469,
219,1.7490547323919656e-07,1.5397667175626045e-07,0.640090125460235,
220,6.490345064263858e-08,1.5530431905232298e-38,0.3777400139351659,
221,0.00010265004064035802,4.3330906735283283e-23,0.9973339371402131,
222,2.4032407379354957e-07,8.317557095849265e-16,0.45221801459240435,
223,0.0008469425802112361,3.730531374682458e-07,0.16057546365729955,
224,0.035433175126644505,1.717188659804758e-12,0.9990468547096285,
225,3.173701287414195e-05,3.918797013875294e-14,0.929519937480072,
226,0.012725898020494626,5.671010575058464e-23,0.1302028688868639,
227,0.00018418936024532957,2.293389381005228e-13,0.5894472715671586,
228,0.014257685653962387,3.1471065349806864e-14,0.9878320693747649,
229,8.201363505901306e-10,5.579162107108002e-09,0.48941000084750685,
230,0.09053290022579985,1.920332038161136e-22,0.9035342925227169,
231,6.704812252106183e-05,1.3382446155448492e-31,0.4006540484501226,
