,num1,num2,sz1,sz2,img1,img2
0,1,7,4,7,165,387
1,4,1,6,7,276,111
2,4,1,5,3,437,298
3,3,7,6,3,152,148
4,1,6,3,9,248,50
5,8,2,4,6,357,292
6,6,2,4,8,172,266
7,1,2,7,5,188,492
8,6,8,7,9,483,171
9,8,3,7,3,478,458
10,7,5,6,8,461,233
11,7,8,8,9,465,46
12,7,4,5,7,93,270
13,1,3,5,3,496,211
14,4,8,6,7,198,179
15,8,5,3,4,476,302
16,6,3,9,4,352,40
17,8,6,5,8,404,401
18,8,3,7,8,367,231
19,6,3,6,3,27,402
20,7,4,4,6,60,357
21,8,6,6,8,369,308
22,3,2,4,9,355,138
23,8,5,5,7,29,430
24,8,3,6,8,271,172
25,2,5,9,3,162,304
26,6,7,3,4,399,388
27,8,3,8,9,292,396
28,5,4,6,8,222,228
29,1,8,4,6,325,10
30,7,4,3,9,440,94
31,4,2,7,9,470,385
32,2,5,3,5,13,109
33,3,4,3,4,19,115
34,2,1,6,3,213,87
35,3,2,8,3,451,127
36,4,3,9,5,180,100
37,8,5,4,8,232,386
38,7,2,5,7,318,97
39,3,4,8,9,328,184
40,7,1,9,4,188,58
41,6,8,5,9,333,477
42,4,5,7,9,35,93
43,3,6,6,7,15,196
44,8,3,6,5,156,343
45,7,5,8,6,67,323
46,2,8,9,3,91,271
47,7,8,7,6,456,461
48,6,5,3,7,205,311
49,7,3,3,8,393,238
50,3,7,5,8,384,435
51,6,7,3,4,192,161
52,2,5,7,4,100,187
53,4,5,5,3,90,442
54,2,5,4,6,477,199
55,1,8,9,8,118,222
56,2,8,7,5,377,223
57,1,4,9,6,23,487
58,7,3,4,6,271,3
59,4,6,9,4,207,332
60,6,7,7,3,356,246
61,4,2,3,5,258,182
62,4,6,8,5,197,419
63,1,6,6,5,295,280
64,3,4,9,7,161,151
65,7,4,5,7,186,20
66,8,2,9,4,210,20
67,2,3,6,3,332,192
68,1,7,9,7,174,383
69,5,4,7,6,70,406
70,3,6,5,6,436,59
71,3,2,9,6,198,260
72,5,1,7,8,369,38
73,6,5,6,3,183,338
74,1,6,9,7,244,436
75,4,8,9,7,240,90
76,4,7,9,4,221,357
77,4,5,5,8,316,49
78,3,7,8,3,68,266
79,1,6,4,7,487,191
80,3,1,5,3,53,46
81,4,6,5,4,178,258
82,4,6,5,4,394,363
83,3,5,4,3,327,118
84,1,5,9,5,392,299
85,7,4,3,8,137,282
86,6,5,6,5,417,231
87,7,3,3,5,159,241
88,3,7,4,3,458,41
89,3,4,3,4,360,15
90,3,8,7,9,50,336
91,2,7,6,5,203,35
92,1,7,4,3,493,354
93,1,8,4,6,179,228
94,1,7,3,6,216,129
95,1,5,6,8,330,382
96,6,1,5,7,51,439
97,8,4,5,3,251,275
98,4,1,4,6,267,164
99,1,6,7,8,323,325
100,3,6,5,4,403,78
101,7,2,3,8,291,62
102,4,6,6,9,231,285
103,8,2,9,8,376,13
104,7,1,5,9,82,284
105,8,7,4,5,434,380
106,2,1,6,5,212,493
107,2,6,9,7,186,340
108,1,5,9,8,4,225
109,7,3,5,3,425,470
110,6,4,9,3,158,157
