,num1,num2,sz1,sz2,img1,img2
0,3,6,7,5,465,89
1,2,4,9,4,453,343
2,7,1,3,4,435,124
3,7,5,3,9,119,459
4,1,2,8,4,44,493
5,7,2,5,3,411,241
6,7,1,5,6,56,252
7,3,7,7,3,400,281
8,6,8,6,4,366,18
9,2,7,4,5,32,75
10,6,3,4,9,170,417
11,7,6,3,9,301,447
12,4,1,3,4,157,445
13,6,7,4,3,75,270
14,3,4,4,7,116,84
15,5,3,3,9,51,245
16,4,7,3,7,3,226
17,6,4,9,7,222,197
18,1,7,9,6,24,463
19,3,6,5,6,411,62
20,5,7,4,5,475,246
21,7,2,7,9,438,21
22,7,3,3,9,372,84
23,8,3,7,4,333,149
24,6,8,8,4,25,302
25,5,3,4,7,496,458
26,1,4,3,8,158,297
27,6,8,3,5,310,123
28,2,3,3,7,67,45
29,2,4,9,8,51,2
30,1,5,5,7,180,444
31,1,2,7,3,303,423
32,5,6,9,4,239,123
33,2,7,6,5,411,241
34,6,3,9,7,203,336
35,7,3,4,8,265,168
36,6,2,9,8,362,7
37,3,8,5,9,39,87
38,1,7,7,6,493,319
39,2,7,3,6,369,0
40,1,3,7,3,49,184
41,2,6,3,8,459,288
42,3,6,5,3,397,199
43,3,6,7,4,125,390
44,8,6,9,5,67,62
45,4,2,4,6,190,273
46,5,1,8,6,37,388
47,4,3,3,6,189,268
48,1,2,9,7,173,294
49,4,1,5,3,161,141
50,2,5,6,5,56,290
51,4,3,7,5,63,209
52,8,3,7,4,201,214
53,2,4,4,7,480,299
54,2,8,5,7,423,318
55,2,4,9,6,139,89
56,3,5,7,3,239,459
57,2,3,8,5,36,275
58,5,6,3,5,72,70
59,2,5,6,4,156,294
60,1,5,7,9,172,200
61,6,2,9,5,265,303
62,4,8,9,5,437,88
63,3,7,6,8,21,185
64,3,5,8,4,342,390
65,1,2,6,9,309,352
66,1,5,6,3,300,48
67,5,3,8,7,295,281
68,5,1,8,4,255,487
69,5,1,7,8,33,100
70,1,5,3,4,300,421
71,8,2,5,4,275,332
72,4,7,8,6,136,250
73,1,7,3,4,427,418
74,2,7,6,8,150,230
75,3,6,9,3,133,11
76,6,2,6,4,78,307
77,7,2,7,4,262,299
78,8,2,8,4,133,332
79,4,8,7,9,391,309
80,1,7,9,7,53,424
81,2,6,4,6,281,143
82,3,4,7,4,456,327
83,5,3,8,5,472,59
84,1,2,5,8,341,306
85,5,8,6,7,155,76
86,3,2,8,4,179,299
87,8,1,3,5,123,308
88,7,4,6,5,315,134
89,5,3,9,6,473,180
90,1,6,5,7,407,62
91,4,6,5,6,327,153
92,8,5,4,9,93,116
93,1,6,7,5,80,378
94,8,7,8,3,286,470
95,8,2,4,6,50,97
96,8,1,7,9,39,370
97,4,7,7,4,230,368
98,7,1,6,5,216,491
99,2,1,4,8,341,2
100,4,1,5,4,448,146
101,4,7,8,6,269,80
